chamber,gas,estimate,p.value,date,average_temp_kelvin,plot,ecosystem_name,ecosystem_block,rep,total_vol_m3,flux,units,term,std.error,statistic,soil_moist_percent,soil_temp_c,plant_cover_percent
UP 2-3,n2o,7.122416891792734e-4,0.19168438802532545,2023-08-02,305.9,UP_2,UP,2,3,0.008981918,0.08468002560416969,nmol_m2_s1,NA,NA,NA,33.9,23.7,NA
UP 2-4,n2o,8.722802992132285e-4,0.01770089062638455,2023-08-02,306.15,UP_2,UP,2,4,0.008475211,0.09777690830134504,nmol_m2_s1,NA,NA,NA,20.3,23.6,40
SW 1-1,co2,35.860805132210466,4.003676526431665e-6,2023-08-18,301.75,SW_1,SW,1,1,0.006385043,3.0725613621548225,umol_m2_s1,NA,NA,NA,50.8,19.4,70
SW 1-2,co2,32.020245687153405,1.651948052164956e-5,2023-08-18,300,SW_1,SW,1,2,0.007651811,3.3069804004166694,umol_m2_s1,NA,NA,NA,53.9,20.1,90
SW 1-3,co2,29.635298560395757,1.8650145873446588e-5,2023-08-18,284.35,SW_1,SW,1,3,0.006955088,2.9350985308776245,umol_m2_s1,NA,NA,NA,NA,NA,NA
SW 1-4,co2,24.13724539621527,1.240554691241242e-5,2023-08-18,284.35,SW_1,SW,1,4,0.01012201,3.47908641972108,umol_m2_s1,NA,NA,NA,NA,NA,NA
SW 2-1,co2,51.056784563294805,8.123711324648758e-5,2023-08-18,273,SW_2,SW,2,1,0.007588473,5.746576441316102,umol_m2_s1,NA,NA,NA,NA,NA,NA
SW 2-2,co2,34.26709223607671,9.142219131782417e-5,2023-08-18,273,SW_2,SW,2,2,0.007145104,3.631509147411674,umol_m2_s1,NA,NA,NA,NA,NA,NA
SW 2-3,co2,36.982624295342696,2.7464931560316336e-4,2023-08-18,273,SW_2,SW,2,3,0.007081765,3.884548704781034,umol_m2_s1,NA,NA,NA,NA,NA,NA
SW 2-4,co2,43.57931072984134,9.302614783309678e-4,2023-08-18,273,SW_2,SW,2,4,0.008538549,5.519068271634637,umol_m2_s1,NA,NA,NA,NA,NA,NA
UP 1-1,co2,46.734457813097634,5.832470183193801e-5,2023-08-18,304.215,UP_1,UP,1,1,0.009171934,5.705339425988931,umol_m2_s1,NA,NA,NA,43.1,20.1,80
UP 1-2,co2,38.01838772837012,1.246202289334579e-4,2023-08-18,302.565,UP_1,UP,1,2,0.009551964,4.859948481219333,umol_m2_s1,NA,NA,NA,36.4,19.8,70
UP 1-3,co2,45.46728255599583,5.7938880712756325e-5,2023-08-18,303.315,UP_1,UP,1,3,0.007968503,4.836663040841039,umol_m2_s1,NA,NA,NA,39.9,20.1,10
UP 1-4,co2,40.03826649470567,1.8648573145354087e-4,2023-08-18,302.465,UP_1,UP,1,4,0.007905165,4.237161908040896,umol_m2_s1,NA,NA,NA,36.5,20.8,10
UP 2-1,co2,35.407973305184726,2.2730700529638797e-4,2023-08-18,303.35,UP_2,UP,2,1,0.00891858,4.215186198649804,umol_m2_s1,NA,NA,NA,40.6,21.6,20
UP 2-2,co2,34.6600000491566,3.0857539090550697e-4,2023-08-18,304.25,UP_2,UP,2,2,0.006765073,3.1205736773512207,umol_m2_s1,NA,NA,NA,45.2,20.9,35
UP 2-3,co2,27.318345971453443,2.32361949224954e-4,2023-08-18,304.1,UP_2,UP,2,3,0.008981918,3.2671648493874668,umol_m2_s1,NA,NA,NA,43.9,21.2,10
UP 2-4,co2,36.42160775875697,4.231839021063809e-4,2023-08-18,303.85,UP_2,UP,2,4,0.008475211,4.113527196071968,umol_m2_s1,NA,NA,NA,36.6,21.3,30
SW 1-1,ch4,-0.0030157525895928,0.0491976713733188,2023-08-18,301.75,SW_1,SW,1,1,0.006385043,-0.2583903191922011,nmol_m2_s1,NA,NA,NA,50.8,19.4,70
SW 1-2,ch4,-0.02783298903724179,0.5634797561310807,2023-08-18,300,SW_1,SW,1,2,0.007651811,-2.8745297625276662,nmol_m2_s1,NA,NA,NA,53.9,20.1,90
SW 1-3,ch4,-8.549309740963937e-4,0.2767425492357562,2023-08-18,284.35,SW_1,SW,1,3,0.006955088,-0.08467289914283191,nmol_m2_s1,NA,NA,NA,NA,NA,NA
SW 1-4,ch4,-9.98492782525853e-5,0.9143097808719128,2023-08-18,284.35,SW_1,SW,1,4,0.01012201,-0.01439204276565837,nmol_m2_s1,NA,NA,NA,NA,NA,NA
SW 2-1,ch4,-0.00322003254357423,0.11707595542892296,2023-08-18,273,SW_2,SW,2,1,0.007588473,-0.362423198277113,nmol_m2_s1,NA,NA,NA,NA,NA,NA
SW 2-2,ch4,-0.00530851042694787,0.0132691522291819,2023-08-18,273,SW_2,SW,2,2,0.007145104,-0.5625777653318215,nmol_m2_s1,NA,NA,NA,NA,NA,NA
SW 2-3,ch4,-0.01798000137472966,0.8493213280164649,2023-08-18,273,SW_2,SW,2,3,0.007081765,-1.8885677364156912,nmol_m2_s1,NA,NA,NA,NA,NA,NA
SW 2-4,ch4,0.02284925766928902,0.1810072920451936,2023-08-18,273,SW_2,SW,2,4,0.008538549,2.8937266542544187,nmol_m2_s1,NA,NA,NA,NA,NA,NA
UP 1-1,ch4,0.09495499119840212,0.13064668032021984,2023-08-18,304.215,UP_1,UP,1,1,0.009171934,11.592098856592411,nmol_m2_s1,NA,NA,NA,43.1,20.1,80
UP 1-2,ch4,-0.0086723776196604,3.801148490452732e-5,2023-08-18,302.565,UP_1,UP,1,2,0.009551964,-1.1086032564652362,nmol_m2_s1,NA,NA,NA,36.4,19.8,70
UP 1-3,ch4,-0.0090540312162842,9.489519279816694e-6,2023-08-18,303.315,UP_1,UP,1,3,0.007968503,-0.9631386723077427,nmol_m2_s1,NA,NA,NA,39.9,20.1,10
UP 1-4,ch4,-0.01677481780627033,0.4166126940530001,2023-08-18,302.465,UP_1,UP,1,4,0.007905165,-1.7752421682006017,nmol_m2_s1,NA,NA,NA,36.5,20.8,10
UP 2-1,ch4,-0.00411645293422648,0.03064193656803554,2023-08-18,303.35,UP_2,UP,2,1,0.00891858,-0.49004825682022823,nmol_m2_s1,NA,NA,NA,40.6,21.6,20
UP 2-2,ch4,-0.12236308926996708,0.2790799124196217,2023-08-18,304.25,UP_2,UP,2,2,0.006765073,-11.016821549731317,nmol_m2_s1,NA,NA,NA,45.2,20.9,35
UP 2-3,ch4,-0.00211645121441149,0.3690810006876052,2023-08-18,304.1,UP_2,UP,2,3,0.008981918,-0.2531190951455961,nmol_m2_s1,NA,NA,NA,43.9,21.2,10
UP 2-4,ch4,-0.0019112211932081,0.20869389235745203,2023-08-18,303.85,UP_2,UP,2,4,0.008475211,-0.21585703761472153,nmol_m2_s1,NA,NA,NA,36.6,21.3,30
SW 1-1,n2o,0.00122189416026744,0.01467729004897788,2023-08-18,301.75,SW_1,SW,1,1,0.006385043,0.1046921498733492,nmol_m2_s1,NA,NA,NA,50.8,19.4,70
SW 1-2,n2o,0.00126481359465045,0.04551717441321984,2023-08-18,300,SW_1,SW,1,2,0.007651811,0.1306271603458591,nmol_m2_s1,NA,NA,NA,53.9,20.1,90
SW 1-3,n2o,9.17516268412884e-4,0.12269415428938676,2023-08-18,284.35,SW_1,SW,1,3,0.006955088,0.09087138589094115,nmol_m2_s1,NA,NA,NA,NA,NA,NA
SW 1-4,n2o,7.514457239765121e-4,0.19419122530747404,2023-08-18,284.35,SW_1,SW,1,4,0.01012201,0.10831163915059208,nmol_m2_s1,NA,NA,NA,NA,NA,NA
SW 2-1,n2o,4.552101444003762e-4,0.26964823689867395,2023-08-18,273,SW_2,SW,2,1,0.007588473,0.05123510840006751,nmol_m2_s1,NA,NA,NA,NA,NA,NA
SW 2-2,n2o,-2.620096576159845e-5,0.9660218479274836,2023-08-18,273,SW_2,SW,2,2,0.007145104,-0.00277668867199916,nmol_m2_s1,NA,NA,NA,NA,NA,NA
SW 2-3,n2o,1.4258775673236173e-4,0.6720827454374573,2023-08-18,273,SW_2,SW,2,3,0.007081765,0.01497700869762455,nmol_m2_s1,NA,NA,NA,NA,NA,NA
SW 2-4,n2o,-3.6687630825579256e-5,0.9258824935492916,2023-08-18,273,SW_2,SW,2,4,0.008538549,-0.00464627677353896,nmol_m2_s1,NA,NA,NA,NA,NA,NA
UP 1-1,n2o,7.80174586276009e-4,0.1652785992942127,2023-08-18,304.215,UP_1,UP,1,1,0.009171934,0.09524366034236198,nmol_m2_s1,NA,NA,NA,43.1,20.1,80
UP 1-2,n2o,3.624930431040145e-4,0.4343946082696208,2023-08-18,302.565,UP_1,UP,1,2,0.009551964,0.04633803850054677,nmol_m2_s1,NA,NA,NA,36.4,19.8,70
UP 1-3,n2o,7.81914809343101e-4,0.12214232570218198,2023-08-18,303.315,UP_1,UP,1,3,0.007968503,0.08317757839999446,nmol_m2_s1,NA,NA,NA,39.9,20.1,10
UP 1-4,n2o,6.283106568476311e-4,0.00198069480753449,2023-08-18,302.465,UP_1,UP,1,4,0.007905165,0.06649273843968674,nmol_m2_s1,NA,NA,NA,36.5,20.8,10
UP 2-1,n2o,5.527991542206143e-4,0.2669391900121817,2023-08-18,303.35,UP_2,UP,2,1,0.00891858,0.06580866251259906,nmol_m2_s1,NA,NA,NA,40.6,21.6,20
UP 2-2,n2o,3.1487711769447594e-4,0.04500698206686691,2023-08-18,304.25,UP_2,UP,2,2,0.006765073,0.02834960310686768,nmol_m2_s1,NA,NA,NA,45.2,20.9,35
UP 2-3,n2o,7.122416891792734e-4,0.19168438802532545,2023-08-18,304.1,UP_2,UP,2,3,0.008981918,0.08518125561432259,nmol_m2_s1,NA,NA,NA,43.9,21.2,10
UP 2-4,n2o,8.722802992132285e-4,0.01770089062638455,2023-08-18,303.85,UP_2,UP,2,4,0.008475211,0.09851703299804768,nmol_m2_s1,NA,NA,NA,36.6,21.3,30
SW 1-1,co2,7.647650227676935,2.0652821704379613e-5,2023-05-18,295.65,SW_1,SW,1,1,0.006385043,0.6687717835503406,umol_m2_s1,NA,NA,NA,54.2,14,NA
SW 1-2,co2,15.735542151539034,2.182778098821851e-4,2023-05-18,296.55,SW_1,SW,1,2,0.007651811,1.644038554905067,umol_m2_s1,NA,NA,NA,53.6,13.9,NA
SW 1-3,co2,10.781759471628868,0.00261407694876035,2023-05-18,297.05,SW_1,SW,1,3,0.006955088,1.0221783847784482,umol_m2_s1,NA,NA,NA,52.1,13.6,NA
SW 1-4,co2,14.29774702131708,1.0577749522995214e-4,2023-05-18,294.1,SW_1,SW,1,4,0.01012201,1.99252292786954,umol_m2_s1,NA,NA,NA,53.4,13.7,NA
SW 2-1,co2,42.60104372558706,8.250694133177324e-5,2023-05-18,304.15,SW_2,SW,2,1,0.007588473,4.303787236903502,umol_m2_s1,NA,NA,NA,46.2,14.8,80
SW 2-2,co2,28.137674308137644,6.267166822685185e-5,2023-05-18,304.35,SW_2,SW,2,2,0.007145104,2.674776064611054,umol_m2_s1,NA,NA,NA,52.8,14.7,50
SW 2-3,co2,23.887988996436555,1.7108113466356197e-4,2023-05-18,304.6,SW_2,SW,2,3,0.007081765,2.2488225311634102,umol_m2_s1,NA,NA,NA,52.9,15.1,10
SW 2-4,co2,33.53752284127661,0.00480098899181907,2023-05-18,303.95,SW_2,SW,2,4,0.008538549,3.8148449407824625,umol_m2_s1,NA,NA,NA,48.8,14.9,80
UP 1-1,co2,31.913173828838993,7.41785647416611e-5,2023-05-18,297.45,UP_1,UP,1,1,0.009171934,3.984565101389014,umol_m2_s1,NA,NA,NA,40.8,14.8,NA
UP 1-2,co2,29.812116228215505,6.38958845846386e-5,2023-05-18,297.6,UP_1,UP,1,2,0.009551964,3.874507779860543,umol_m2_s1,NA,NA,NA,40.2,14.6,NA
UP 1-3,co2,32.77430223859923,1.8931590472016376e-4,2023-05-18,298,UP_1,UP,1,3,0.007968503,3.5486070595827983,umol_m2_s1,NA,NA,NA,40.8,14.2,NA
UP 1-4,co2,31.83681920734414,1.2400162657625202e-5,2023-05-18,295.95,UP_1,UP,1,4,0.007905165,3.4433902660670914,umol_m2_s1,NA,NA,NA,42.9,14.3,NA
UP 2-1,co2,23.156526683680628,4.0592913127215376e-4,2023-05-18,301.5,UP_2,UP,2,1,0.00891858,2.773612564834945,umol_m2_s1,NA,NA,NA,29.8,15.7,NA
UP 2-2,co2,22.239159693741048,3.790333492983216e-4,2023-05-18,301.75,UP_2,UP,2,2,0.006765073,2.018866322059307,umol_m2_s1,NA,NA,NA,28.3,15.8,NA
UP 2-3,co2,15.516829632417796,0.00179658053061448,2023-05-18,301.65,UP_2,UP,2,3,0.008981918,1.870823124636022,umol_m2_s1,NA,NA,NA,33.9,15.6,NA
UP 2-4,co2,27.90117287878383,1.5656493472580851e-4,2023-05-18,301.6,UP_2,UP,2,4,0.008475211,3.174721429690013,umol_m2_s1,NA,NA,NA,22.3,15.8,NA
SW 1-1,ch4,0.06083475080005148,0.00132009614120519,2023-05-18,295.65,SW_1,SW,1,1,0.006385043,5.319877816476627,nmol_m2_s1,NA,NA,NA,54.2,14,NA
SW 1-2,ch4,0.3120427284531942,0.01456157177262522,2023-05-18,296.55,SW_1,SW,1,2,0.007651811,32.602008333386074,nmol_m2_s1,NA,NA,NA,53.6,13.9,NA
SW 1-3,ch4,0.19788398316440753,2.3080981198949152e-4,2023-05-18,297.05,SW_1,SW,1,3,0.006955088,18.760642065590535,nmol_m2_s1,NA,NA,NA,52.1,13.6,NA
SW 1-4,ch4,0.07754441260855578,3.0017050574775644e-4,2023-05-18,294.1,SW_1,SW,1,4,0.01012201,10.80652915598238,nmol_m2_s1,NA,NA,NA,53.4,13.7,NA
SW 2-1,ch4,3.793771119486266e-4,0.6259996619068069,2023-05-18,304.15,SW_2,SW,2,1,0.007588473,0.03832672229570615,nmol_m2_s1,NA,NA,NA,46.2,14.8,80
SW 2-2,ch4,0.00406709430927125,0.02217064985395727,2023-05-18,304.35,SW_2,SW,2,2,0.007145104,0.3866192490474736,nmol_m2_s1,NA,NA,NA,52.8,14.7,50
SW 2-3,ch4,8.562241605123131e-4,0.5837177769046386,2023-05-18,304.6,SW_2,SW,2,3,0.007081765,0.08060520222835829,nmol_m2_s1,NA,NA,NA,52.9,15.1,10
SW 2-4,ch4,0.00141731508428759,0.3062524101253645,2023-05-18,303.95,SW_2,SW,2,4,0.008538549,0.1612175503950658,nmol_m2_s1,NA,NA,NA,48.8,14.9,80
UP 1-1,ch4,-0.00287054717012153,0.03646613016199547,2023-05-18,297.45,UP_1,UP,1,1,0.009171934,-0.358406285043989,nmol_m2_s1,NA,NA,NA,40.8,14.8,NA
UP 1-2,ch4,-0.00407822934149418,0.02162560706787064,2023-05-18,297.6,UP_1,UP,1,2,0.009551964,-0.5300238061167845,nmol_m2_s1,NA,NA,NA,40.2,14.6,NA
UP 1-3,ch4,-0.0019860936673228,0.08308639648914005,2023-05-18,298,UP_1,UP,1,3,0.007968503,-0.2150424426291494,nmol_m2_s1,NA,NA,NA,40.8,14.2,NA
UP 1-4,ch4,-0.0041735604749173,0.05585707940430697,2023-05-18,295.95,UP_1,UP,1,4,0.007905165,-0.4514018005560499,nmol_m2_s1,NA,NA,NA,42.9,14.3,NA
UP 2-1,ch4,-0.00226102556656217,5.741357493621568e-4,2023-05-18,301.5,UP_2,UP,2,1,0.00891858,-0.2708182019909518,nmol_m2_s1,NA,NA,NA,29.8,15.7,NA
UP 2-2,ch4,-0.00270647436433851,0.06636610052263263,2023-05-18,301.75,UP_2,UP,2,2,0.006765073,-0.24569318359711545,nmol_m2_s1,NA,NA,NA,28.3,15.8,NA
UP 2-3,ch4,-0.00500948003773276,0.03751867592097616,2023-05-18,301.65,UP_2,UP,2,3,0.008981918,-0.6039797638438515,nmol_m2_s1,NA,NA,NA,33.9,15.6,NA
UP 2-4,ch4,0.0105419003843485,0.2389337858037019,2023-05-18,301.6,UP_2,UP,2,4,0.008475211,1.1995050245825856,nmol_m2_s1,NA,NA,NA,22.3,15.8,NA
SW 1-1,n2o,6.89365578130823e-4,9.291918505872702e-5,2023-05-18,295.65,SW_1,SW,1,1,0.006385043,0.06028364706538169,nmol_m2_s1,NA,NA,NA,54.2,14,NA
SW 1-2,n2o,-0.0072825538473747,0.27527243368496573,2023-05-18,296.55,SW_1,SW,1,2,0.007651811,-0.7608761864036074,nmol_m2_s1,NA,NA,NA,53.6,13.9,NA
SW 1-3,n2o,-0.00713379197936869,0.301814473161266,2023-05-18,297.05,SW_1,SW,1,3,0.006955088,-0.6763281987513015,nmol_m2_s1,NA,NA,NA,52.1,13.6,NA
SW 1-4,n2o,-0.00747392533953147,0.28845395691893294,2023-05-18,294.1,SW_1,SW,1,4,0.01012201,-1.0415604345215064,nmol_m2_s1,NA,NA,NA,53.4,13.7,NA
SW 2-1,n2o,0.0057451218371634,0.532596722760298,2023-05-18,304.15,SW_2,SW,2,1,0.007588473,0.5804031984875674,nmol_m2_s1,NA,NA,NA,46.2,14.8,80
SW 2-2,n2o,0.00441448343775797,0.6991380909965437,2023-05-18,304.35,SW_2,SW,2,2,0.007145104,0.4196421675661389,nmol_m2_s1,NA,NA,NA,52.8,14.7,50
SW 2-3,n2o,-0.00789306420065853,0.2630775012116411,2023-05-18,304.6,SW_2,SW,2,3,0.007081765,-0.743055458415024,nmol_m2_s1,NA,NA,NA,52.9,15.1,10
SW 2-4,n2o,0.01110841255359942,0.0978824423609287,2023-05-18,303.95,SW_2,SW,2,4,0.008538549,1.263565935706719,nmol_m2_s1,NA,NA,NA,48.8,14.9,80
UP 1-1,n2o,0.00132316838097299,0.8819124560979534,2023-05-18,297.45,UP_1,UP,1,1,0.009171934,0.16520608643825965,nmol_m2_s1,NA,NA,NA,40.8,14.8,NA
UP 1-2,n2o,-4.183352540475749e-4,0.4091413706132005,2023-05-18,297.6,UP_1,UP,1,2,0.009551964,-0.05436860583762343,nmol_m2_s1,NA,NA,NA,40.2,14.6,NA
UP 1-3,n2o,2.4865301742948363e-4,0.6069449734036241,2023-05-18,298,UP_1,UP,1,3,0.007968503,0.02692267394781133,nmol_m2_s1,NA,NA,NA,40.8,14.2,NA
UP 1-4,n2o,-3.8128390994931913e-4,0.1576548940472472,2023-05-18,295.95,UP_1,UP,1,4,0.007905165,-0.04123870841420691,nmol_m2_s1,NA,NA,NA,42.9,14.3,NA
UP 2-1,n2o,2.9879457981685665e-4,0.4505325048249505,2023-05-18,301.5,UP_2,UP,2,1,0.00891858,0.03578863152515267,nmol_m2_s1,NA,NA,NA,29.8,15.7,NA
UP 2-2,n2o,0.00892211806574014,0.11732690646173728,2023-05-18,301.75,UP_2,UP,2,2,0.006765073,0.8099480345666623,nmol_m2_s1,NA,NA,NA,28.3,15.8,NA
UP 2-3,n2o,-4.286346598042881e-4,0.2734677801788868,2023-05-18,301.65,UP_2,UP,2,3,0.008981918,-0.05167934768756022,nmol_m2_s1,NA,NA,NA,33.9,15.6,NA
UP 2-4,n2o,-1.5694060382362172e-4,0.3336307516694059,2023-05-18,301.6,UP_2,UP,2,4,0.008475211,-0.01785741052220095,nmol_m2_s1,NA,NA,NA,22.3,15.8,NA
