genus,species,percent_cover,plot,native,richness,year,c_value
carex,sp.,25,C19,1,1,1984,7
lycopus,americanus,3,C19,1,1,1984,4
carex,sp.,80,D19,1,1,1984,7
persicaria,amphibia,15,D19,1,1,1984,4
carex,sp.,25,E19,1,1,1984,7
equisetum,arvense,2,E19,1,1,1984,0
typha,latifolia,50,E19,1,1,1984,5
achillea,millefolium,8,F19,1,1,1984,0
symphyotrichum,novae-angliae,2,F19,1,1,1984,3
symphyotrichum,pilosum,3,F19,1,1,1984,0
comandra,umbellata,8,F19,1,1,1984,9
equisetum,arvense,30,F19,1,1,1984,0
fragaria,virginiana,20,F19,1,1,1984,0
helianthus,grosseserratus,40,F19,1,1,1984,4
physalis,longifolia,2,F19,1,1,1984,0
ratibida,pinnata,4,F19,1,1,1984,4
rosa,carolina,50,F19,1,1,1984,5
silphium,terebinthinaceum,15,F19,1,1,1984,5
maianthemum,stellatum,25,F19,1,1,1984,5
solidago,canadensis,3,F19,1,1,1984,1
solidago,rigida,15,F19,1,1,1984,3
allium,cernuum,5,A20,1,1,1984,7
ambrosia,trifida,15,A20,1,1,1984,0
symphyotrichum,pilosum,10,A20,1,1,1984,0
schedonorus,arundinaceus,15,A20,0,1,1984,0
lonicera,tatarica,20,A20,0,1,1984,0
poa,compressa,5,A20,0,1,1984,0
poa,pratensis,15,A20,0,1,1984,0
rhamnus,cathartica,80,A20,0,1,1984,0
rosa,multiflora,80,A20,0,1,1984,0
erigeron,strigosus,10,B20,1,1,1984,5
fragaria,virginiana,10,B20,1,1,1984,0
helianthus,grosseserratus,75,B20,1,1,1984,4
monarda,fistulosa,30,B20,1,1,1984,4
rosa,carolina,5,B20,1,1,1984,5
silphium,laciniatum,15,B20,1,1,1984,5
maianthemum,stellatum,2,B20,1,1,1984,5
solidago,rigida,20,B20,1,1,1984,3
veronicastrum,virginicum,10,B20,1,1,1984,8
zizia,aurea,10,B20,1,1,1984,5
carex,sp.,99,C20,1,1,1984,7
lycopus,americanus,3,C20,1,1,1984,4
persicaria,amphibia,5,C20,1,1,1984,4
calamagrostis,canadensis,10,D20,1,1,1984,6
carex,sp.,10,D20,1,1,1984,7
eleocharis,palustris,60,D20,1,1,1984,1
persicaria,amphibia,8,D20,1,1,1984,4
typha,latifolia,2,D20,1,1,1984,5
typha,latifolia,80,E20,1,1,1984,5
allium,cernuum,3,F20,1,1,1984,7
apocynum,cannabinum,10,F20,1,1,1984,2
daucus,carota,2,F20,0,1,1984,0
equisetum,arvense,50,F20,1,1,1984,0
erigeron,strigosus,10,F20,1,1,1984,5
fragaria,virginiana,5,F20,1,1,1984,0
geum,aleppicum,15,F20,1,1,1984,3
helianthus,grosseserratus,40,F20,1,1,1984,4
dichanthelium,leibergii,2,F20,1,1,1984,10
poa,compressa,2,F20,0,1,1984,0
poa,pratensis,5,F20,0,1,1984,0
rosa,carolina,30,F20,1,1,1984,5
maianthemum,stellatum,5,F20,1,1,1984,5
solidago,canadensis,15,F20,1,1,1984,1
solidago,rigida,30,F20,1,1,1984,3
ambrosia,trifida,40,A21,1,1,1984,0
chenopodium,album,35,A21,0,1,1984,0
schedonorus,arundinaceus,35,A21,0,1,1984,0
geum,canadense,10,A21,1,1,1984,1
helianthus,grosseserratus,15,A21,1,1,1984,4
lonicera,tatarica,50,A21,0,1,1984,0
poa,pratensis,30,A21,0,1,1984,0
ratibida,pinnata,2,A21,1,1,1984,4
solidago,canadensis,10,A21,1,1,1984,1
achillea,millefolium,5,B21,1,1,1984,0
cirsium,vulgare,4,B21,0,1,1984,0
comandra,umbellata,15,B21,1,1,1984,9
erigeron,strigosus,5,B21,1,1,1984,5
fragaria,virginiana,20,B21,1,1,1984,0
monarda,fistulosa,5,B21,1,1,1984,4
dichanthelium,leibergii,1,B21,1,1,1984,10
ratibida,pinnata,8,B21,1,1,1984,4
rosa,carolina,50,B21,1,1,1984,5
scutellaria,parvula,2,B21,1,1,1984,7
solidago,canadensis,5,B21,1,1,1984,1
solidago,rigida,50,B21,1,1,1984,3
tradescantia,ohiensis,2,B21,1,1,1984,3
veronicastrum,virginicum,20,B21,1,1,1984,8
zizia,aurea,10,B21,1,1,1984,5
achillea,millefolium,8,C21,1,1,1984,0
allium,cernuum,1,C21,1,1,1984,7
calamagrostis,canadensis,1,C21,1,1,1984,6
carex,sp.,2,C21,1,1,1984,7
comandra,umbellata,10,C21,1,1,1984,9
fragaria,virginiana,2,C21,1,1,1984,0
galium,sp.,2,C21,1,1,1984,5
dichanthelium,leibergii,1,C21,1,1,1984,10
panicum,virgatum,20,C21,1,1,1984,3
pycnanthemum,virginianum,50,C21,1,1,1984,5
rosa,carolina,2,C21,1,1,1984,5
rudbeckia,hirta,2,C21,1,1,1984,1
silphium,terebinthinaceum,5,C21,1,1,1984,5
sporobolus,heterolepis,2,C21,1,1,1984,10
veronicastrum,virginicum,2,C21,1,1,1984,8
calamagrostis,canadensis,10,D21,1,1,1984,6
carex,sp.,80,D21,1,1,1984,7
persicaria,amphibia,8,D21,1,1,1984,4
calamagrostis,canadensis,30,E21,1,1,1984,6
carex,sp.,80,E21,1,1,1984,7
eleocharis,palustris,3,E21,1,1,1984,1
typha,latifolia,2,E21,1,1,1984,5
calamagrostis,canadensis,99,F21,1,1,1984,6
equisetum,arvense,40,F21,1,1,1984,0
solidago,canadensis,8,F21,1,1,1984,1
tradescantia,ohiensis,2,F21,1,1,1984,3
ambrosia,trifida,4,A22,1,1,1984,0
symphyotrichum,pilosum,8,A22,1,1,1984,0
schedonorus,arundinaceus,15,A22,0,1,1984,0
helianthus,grosseserratus,5,A22,1,1,1984,4
poa,pratensis,10,A22,0,1,1984,0
rumex,crispus,3,A22,0,1,1984,0
silphium,integrifolium,2,A22,1,1,1984,5
solanum,dulcamara,3,A22,0,1,1984,0
solidago,canadensis,99,A22,1,1,1984,1
vitis,riparia,2,A22,1,1,1984,1
achillea,millefolium,4,B22,1,1,1984,0
allium,cernuum,1,B22,1,1,1984,7
comandra,umbellata,5,B22,1,1,1984,9
erigeron,strigosus,2,B22,1,1,1984,5
fragaria,virginiana,10,B22,1,1,1984,0
ratibida,pinnata,3,B22,1,1,1984,4
rhamnus,cathartica,5,B22,0,1,1984,0
rosa,carolina,25,B22,1,1,1984,5
silphium,terebinthinaceum,10,B22,1,1,1984,5
solidago,canadensis,40,B22,1,1,1984,1
solidago,rigida,70,B22,1,1,1984,3
tradescantia,ohiensis,2,B22,1,1,1984,3
viola,sororia,3,B22,1,1,1984,3
allium,cernuum,2,C22,1,1,1984,7
symphyotrichum,laeve,15,C22,1,1,1984,9
comandra,umbellata,20,C22,1,1,1984,9
erigeron,strigosus,3,C22,1,1,1984,5
fragaria,virginiana,10,C22,1,1,1984,0
liatris,spicata,2,C22,1,1,1984,7
dichanthelium,leibergii,30,C22,1,1,1984,10
ratibida,pinnata,15,C22,1,1,1984,4
rosa,carolina,5,C22,1,1,1984,5
rudbeckia,hirta,2,C22,1,1,1984,1
silphium,integrifolium,10,C22,1,1,1984,5
silphium,terebinthinaceum,15,C22,1,1,1984,5
solidago,rigida,40,C22,1,1,1984,3
tradescantia,ohiensis,2,C22,1,1,1984,3
zizia,aurea,10,C22,1,1,1984,5
carex,sp.,99,D22,1,1,1984,7
lycopus,americanus,2,D22,1,1,1984,4
solidago,canadensis,1,D22,1,1,1984,1
apocynum,cannabinum,2,E22,1,1,1984,2
symphyotrichum,laeve,2,E22,1,1,1984,9
calamagrostis,canadensis,99,E22,1,1,1984,6
carex,sp.,30,E22,1,1,1984,7
fraxinus,pennsylvanica,8,E22,1,1,1984,4
persicaria,amphibia,2,E22,1,1,1984,4
typha,latifolia,20,E22,1,1,1984,5
ambrosia,trifida,15,A23,1,1,1984,0
rhamnus,cathartica,40,A23,0,1,1984,0
rosa,carolina,3,A23,1,1,1984,5
solidago,canadensis,99,A23,1,1,1984,1
comandra,umbellata,3,B23,1,1,1984,9
poa,pratensis,20,B23,0,1,1984,0
ratibida,pinnata,3,B23,1,1,1984,4
rhamnus,cathartica,40,B23,0,1,1984,0
tradescantia,ohiensis,3,B23,1,1,1984,3
symphyotrichum,laeve,10,C23,1,1,1984,9
comandra,umbellata,30,C23,1,1,1984,9
fragaria,virginiana,10,C23,1,1,1984,0
dichanthelium,leibergii,60,C23,1,1,1984,10
poa,pratensis,10,C23,0,1,1984,0
ratibida,pinnata,25,C23,1,1,1984,4
silphium,laciniatum,1,C23,1,1,1984,5
silphium,terebinthinaceum,5,C23,1,1,1984,5
solidago,rigida,8,C23,1,1,1984,3
tradescantia,ohiensis,2,C23,1,1,1984,3
ambrosia,trifida,99,A24,1,1,1984,0
schedonorus,arundinaceus,99,A24,0,1,1984,0
lonicera,tatarica,40,A24,0,1,1984,0
poa,pratensis,40,A24,0,1,1984,0
solidago,canadensis,15,A24,1,1,1984,1
achillea,millefolium,3,B24,1,1,1984,0
ambrosia,trifida,2,B24,1,1,1984,0
symphyotrichum,ericoides,5,B24,1,1,1984,6
cirsium,discolor,2,B24,1,1,1984,3
cirsium,vulgare,5,B24,0,1,1984,0
comandra,umbellata,3,B24,1,1,1984,9
erigeron,strigosus,3,B24,1,1,1984,5
fragaria,virginiana,5,B24,1,1,1984,0
oenothera,biennis,2,B24,1,1,1984,0
poa,pratensis,5,B24,0,1,1984,0
potentilla,simplex,4,B24,1,1,1984,3
ratibida,pinnata,25,B24,1,1,1984,4
rhamnus,cathartica,30,B24,0,1,1984,0
rosa,carolina,10,B24,1,1,1984,5
silphium,terebinthinaceum,4,B24,1,1,1984,5
solidago,canadensis,80,B24,1,1,1984,1
solidago,rigida,3,B24,1,1,1984,3
tradescantia,ohiensis,1,B24,1,1,1984,3
ambrosia,artemisiifolia,3,A25,1,1,1984,0
ambrosia,trifida,99,A25,1,1,1984,0
asclepias,syriaca,4,A25,1,1,1984,0
symphyotrichum,pilosum,3,A25,1,1,1984,0
daucus,carota,5,A25,0,1,1984,0
schedonorus,arundinaceus,99,A25,0,1,1984,0
fraxinus,pennsylvanica,1,A25,1,1,1984,4
poa,pratensis,5,A25,0,1,1984,0
elymus,repens,10,A1,0,1,1987,0
agrostis,gigantea,2,A1,0,1,1987,0
allium,cernuum,2,A1,1,1,1987,7
ambrosia,trifida,2,A1,1,1,1987,0
symphyotrichum,oolentangiense,10,A1,1,1,1987,8
symphyotrichum,pilosum,2,A1,1,1,1987,0
coreopsis,palmata,2,A1,1,1,1987,10
daucus,carota,2,A1,0,1,1987,0
physalis,longifolia,1,A1,1,1,1987,0
poa,compressa,10,A1,0,1,1987,0
poa,pratensis,3,A1,0,1,1987,0
ratibida,pinnata,2,A1,1,1,1987,4
rosa,carolina,40,A1,1,1,1987,5
scutellaria,parvula,1,A1,1,1,1987,7
solidago,rigida,1,A1,1,1,1987,3
tragopogon,sp.,2,A1,0,1,1987,0
zizia,aurea,15,A1,1,1,1987,5
agrostis,gigantea,5,B1,0,1,1987,0
ambrosia,artemisiifolia,1,B1,1,1,1987,0
symphyotrichum,ericoides,2,B1,1,1,1987,6
symphyotrichum,laeve,15,B1,1,1,1987,9
symphyotrichum,pilosum,2,B1,1,1,1987,0
bromus,inermis,15,B1,0,1,1987,0
comandra,umbellata,5,B1,1,1,1987,9
coreopsis,palmata,2,B1,1,1,1987,10
daucus,carota,1,B1,0,1,1987,0
fragaria,virginiana,25,B1,1,1,1987,0
melilotus,officinalis,2,B1,0,1,1987,0
poa,compressa,5,B1,0,1,1987,0
ratibida,pinnata,10,B1,1,1,1987,4
scutellaria,parvula,2,B1,1,1,1987,7
silphium,laciniatum,15,B1,1,1,1987,5
solidago,rigida,15,B1,1,1,1987,3
heserostipa,spartea,5,B1,1,1,1987,8
viola,sororia,2,B1,1,1,1987,3
allium,cernuum,1,C1,1,1,1987,7
symphyotrichum,ericoides,2,C1,1,1,1987,6
comandra,umbellata,5,C1,1,1,1987,9
liatris,sp.,5,C1,1,1,1987,7
dalea,purpurea,3,C1,1,1,1987,9
ratibida,pinnata,8,C1,1,1,1987,4
scutellaria,parvula,1,C1,1,1,1987,7
silphium,laciniatum,5,C1,1,1,1987,5
silphium,terebinthinaceum,30,C1,1,1,1987,5
solidago,rigida,40,C1,1,1,1987,3
heserostipa,spartea,5,C1,1,1,1987,8
asclepias,verticillata,2,D1,1,1,1987,1
symphyotrichum,laeve,15,D1,1,1,1987,9
comandra,umbellata,3,D1,1,1,1987,9
coreopsis,palmata,3,D1,1,1,1987,10
eryngium,yuccifolium,1,D1,1,1,1987,9
lithospermum,canescens,1,D1,1,1,1987,8
melilotus,officinalis,2,D1,0,1,1987,0
dichanthelium,leibergii,5,D1,1,1,1987,10
dalea,purpurea,1,D1,1,1,1987,9
ratibida,pinnata,10,D1,1,1,1987,4
silphium,laciniatum,4,D1,1,1,1987,5
silphium,terebinthinaceum,2,D1,1,1,1987,5
solidago,riddellii,15,D1,1,1,1987,8
heserostipa,spartea,20,D1,1,1,1987,8
zizia,aurea,15,D1,1,1,1987,5
allium,cernuum,4,E1,1,1,1987,7
comandra,umbellata,3,E1,1,1,1987,9
coreopsis,palmata,3,E1,1,1,1987,10
eryngium,yuccifolium,3,E1,1,1,1987,9
fragaria,virginiana,2,E1,1,1,1987,0
liatris,sp.,2,E1,1,1,1987,7
phlox,pilosa ssp. fulgida,1,E1,1,1,1987,8
ratibida,pinnata,5,E1,1,1,1987,4
scutellaria,parvula,1,E1,1,1,1987,7
solidago,rigida,50,E1,1,1,1987,3
zizia,aurea,5,E1,1,1,1987,5
elymus,repens,5,F1,0,1,1987,0
allium,cernuum,3,F1,1,1,1987,7
andropogon,gerardii,8,F1,1,1,1987,5
symphyotrichum,ericoides,5,F1,1,1,1987,6
symphyotrichum,laeve,15,F1,1,1,1987,9
carex,sp.,10,F1,1,1,1987,7
cirsium,discolor,2,F1,1,1,1987,3
calystegia,sepium,2,F1,1,1,1987,1
eryngium,yuccifolium,8,F1,1,1,1987,9
fragaria,virginiana,25,F1,1,1,1987,0
dichanthelium,leibergii,10,F1,1,1,1987,10
panicum,virgatum,3,F1,1,1,1987,3
ratibida,pinnata,15,F1,1,1,1987,4
rosa,carolina,15,F1,1,1,1987,5
solidago,rigida,40,F1,1,1,1987,3
viola,sororia,2,F1,1,1,1987,3
allium,cernuum,2,G1,1,1,1987,7
andropogon,gerardii,3,G1,1,1,1987,5
symphyotrichum,ericoides,2,G1,1,1,1987,6
symphyotrichum,laeve,15,G1,1,1,1987,9
carex,sp.,5,G1,1,1,1987,7
comandra,umbellata,4,G1,1,1,1987,9
calystegia,sepium,1,G1,1,1,1987,1
fragaria,virginiana,10,G1,1,1,1987,0
phlox,pilosa ssp. fulgida,5,G1,1,1,1987,8
solidago,rigida,60,G1,1,1,1987,3
veronicastrum,virginicum,5,G1,1,1,1987,8
symphyotrichum,ericoides,3,H1,1,1,1987,6
symphyotrichum,laeve,3,H1,1,1,1987,9
carex,sp.,1,H1,1,1,1987,7
comandra,umbellata,8,H1,1,1,1987,9
equisetum,arvense,20,H1,1,1,1987,0
eryngium,yuccifolium,1,H1,1,1,1987,9
fragaria,virginiana,60,H1,1,1,1987,0
helianthus,grosseserratus,2,H1,1,1,1987,4
ratibida,pinnata,8,H1,1,1,1987,4
solidago,riddellii,1,H1,1,1,1987,8
solidago,rigida,10,H1,1,1,1987,3
spartina,pectinata,2,H1,1,1,1987,4
tragopogon,sp.,1,H1,0,1,1987,0
allium,canadense,1,I1,1,1,1987,3
allium,cernuum,1,I1,1,1,1987,7
symphyotrichum,ericoides,5,I1,1,1,1987,6
cirsium,discolor,1,I1,1,1,1987,3
daucus,carota,4,I1,0,1,1987,0
fragaria,virginiana,75,I1,1,1,1987,0
panicum,virgatum,5,I1,1,1,1987,3
pycnanthemum,virginianum,15,I1,1,1,1987,5
scutellaria,sp.,1,I1,1,1,1987,8
silphium,laciniatum,10,I1,1,1,1987,5
silphium,terebinthinaceum,2,I1,1,1,1987,5
solidago,canadensis,2,I1,1,1,1987,1
solidago,riddellii,2,I1,1,1,1987,8
solidago,rigida,2,I1,1,1,1987,3
apocynum,cannabinum,2,J1,1,1,1987,2
calamagrostis,canadensis,50,J1,1,1,1987,6
carex,sp.,5,J1,1,1,1987,7
galium,sp.,15,J1,1,1,1987,5
geum,canadense,2,J1,1,1,1987,1
lycopus,americanus,2,J1,1,1,1987,4
panicum,virgatum,60,J1,1,1,1987,3
scutellaria,parvula,2,J1,1,1,1987,7
solidago,canadensis,10,J1,1,1,1987,1
ambrosia,artemisiifolia,8,K1,1,1,1987,0
apocynum,cannabinum,5,K1,1,1,1987,2
bidens,frondosa,5,K1,1,1,1987,1
carex,sp.,60,K1,1,1,1987,7
calystegia,sepium,15,K1,1,1,1987,1
erigeron,strigosus,2,K1,1,1,1987,5
geum,canadense,30,K1,1,1,1987,1
persicaria,maculosa,2,K1,0,1,1987,0
symphyotrichum,novae-angliae,5,L1,1,1,1987,3
symphyotrichum,pilosum,5,L1,1,1,1987,0
carex,sp.,10,L1,1,1,1987,7
calystegia,sepium,20,L1,1,1,1987,1
equisetum,arvense,3,L1,1,1,1987,0
geum,canadense,15,L1,1,1,1987,1
helianthus,grosseserratus,30,L1,1,1,1987,4
lycopus,americanus,2,L1,1,1,1987,4
solanum,dulcamara,10,L1,0,1,1987,0
solidago,canadensis,40,L1,1,1,1987,1
ambrosia,trifida,3,A2,1,1,1987,0
comandra,umbellata,2,A2,1,1,1987,9
fragaria,virginiana,30,A2,1,1,1987,0
helianthus,grosseserratus,5,A2,1,1,1987,4
lonicera,tatarica,2,A2,0,1,1987,0
poa,pratensis,20,A2,0,1,1987,0
rosa,carolina,75,A2,1,1,1987,5
scutellaria,parvula,4,A2,1,1,1987,7
solidago,canadensis,30,A2,1,1,1987,1
allium,cernuum,8,B2,1,1,1987,7
andropogon,gerardii,5,B2,1,1,1987,5
schizachyrium,scoparium,2,B2,1,1,1987,5
symphyotrichum,laeve,10,B2,1,1,1987,9
comandra,umbellata,25,B2,1,1,1987,9
coreopsis,palmata,20,B2,1,1,1987,10
eryngium,yuccifolium,2,B2,1,1,1987,9
helianthus,pauciflorus,5,B2,1,1,1987,9
liatris,spicata,2,B2,1,1,1987,7
ratibida,pinnata,5,B2,1,1,1987,4
rosa,carolina,10,B2,1,1,1987,5
solidago,rigida,25,B2,1,1,1987,3
heserostipa,spartea,4,B2,1,1,1987,8
allium,cernuum,2,C2,1,1,1987,7
symphyotrichum,laeve,8,C2,1,1,1987,9
comandra,umbellata,10,C2,1,1,1987,9
coreopsis,palmata,30,C2,1,1,1987,10
eryngium,yuccifolium,3,C2,1,1,1987,9
liatris,sp.,2,C2,1,1,1987,7
parthenium,integrifolium,2,C2,1,1,1987,8
ratibida,pinnata,4,C2,1,1,1987,4
scutellaria,parvula,15,C2,1,1,1987,7
sisyrinchium,albidum,1,C2,1,1,1987,6
solidago,rigida,15,C2,1,1,1987,3
spartina,pectinata,2,C2,1,1,1987,4
zizia,aurea,1,C2,1,1,1987,5
allium,cernuum,2,D2,1,1,1987,7
symphyotrichum,ericoides,2,D2,1,1,1987,6
comandra,umbellata,15,D2,1,1,1987,9
eryngium,yuccifolium,2,D2,1,1,1987,9
fragaria,virginiana,10,D2,1,1,1987,0
liatris,sp.,2,D2,1,1,1987,7
lithospermum,canescens,2,D2,1,1,1987,8
dichanthelium,leibergii,2,D2,1,1,1987,10
parthenium,integrifolium,2,D2,1,1,1987,8
ratibida,pinnata,5,D2,1,1,1987,4
rosa,carolina,15,D2,1,1,1987,5
silphium,terebinthinaceum,10,D2,1,1,1987,5
solidago,rigida,35,D2,1,1,1987,3
ulmus,rubra,2,D2,1,1,1987,4
zizia,aurea,35,D2,1,1,1987,5
allium,canadense,2,E2,1,1,1987,3
allium,cernuum,5,E2,1,1,1987,7
symphyotrichum,laeve,20,E2,1,1,1987,9
coreopsis,palmata,15,E2,1,1,1987,10
eryngium,yuccifolium,5,E2,1,1,1987,9
dichanthelium,leibergii,50,E2,1,1,1987,10
ratibida,pinnata,15,E2,1,1,1987,4
maianthemum,stellatum,5,E2,1,1,1987,5
solidago,rigida,5,E2,1,1,1987,3
zizia,aurea,25,E2,1,1,1987,5
allium,cernuum,2,F2,1,1,1987,7
symphyotrichum,laeve,10,F2,1,1,1987,9
comandra,umbellata,20,F2,1,1,1987,9
eryngium,yuccifolium,8,F2,1,1,1987,9
liatris,sp.,2,F2,1,1,1987,7
parthenium,integrifolium,3,F2,1,1,1987,8
dalea,purpurea,3,F2,1,1,1987,9
ratibida,pinnata,10,F2,1,1,1987,4
rosa,carolina,8,F2,1,1,1987,5
silphium,terebinthinaceum,10,F2,1,1,1987,5
maianthemum,stellatum,4,F2,1,1,1987,5
solidago,rigida,15,F2,1,1,1987,3
sporobolus,heterolepis,3,F2,1,1,1987,10
zizia,aurea,15,F2,1,1,1987,5
symphyotrichum,laeve,20,G2,1,1,1987,9
comandra,umbellata,5,G2,1,1,1987,9
eryngium,yuccifolium,3,G2,1,1,1987,9
dichanthelium,leibergii,15,G2,1,1,1987,10
panicum,virgatum,10,G2,1,1,1987,3
ratibida,pinnata,8,G2,1,1,1987,4
rosa,carolina,30,G2,1,1,1987,5
silphium,terebinthinaceum,4,G2,1,1,1987,5
solidago,canadensis,3,G2,1,1,1987,1
solidago,rigida,15,G2,1,1,1987,3
achillea,millefolium,3,H2,1,1,1987,0
allium,cernuum,5,H2,1,1,1987,7
asclepias,syriaca,1,H2,1,1,1987,0
carex,sp.,1,H2,1,1,1987,7
cirsium,discolor,3,H2,1,1,1987,3
comandra,umbellata,4,H2,1,1,1987,9
daucus,carota,1,H2,0,1,1987,0
equisetum,arvense,20,H2,1,1,1987,0
fragaria,virginiana,5,H2,1,1,1987,0
galium,sp.,5,H2,1,1,1987,5
lactuca,canadensis,3,H2,1,1,1987,1
panicum,virgatum,2,H2,1,1,1987,3
phlox,pilosa ssp. fulgida,3,H2,1,1,1987,8
ratibida,pinnata,3,H2,1,1,1987,4
rosa,carolina,40,H2,1,1,1987,5
silphium,terebinthinaceum,5,H2,1,1,1987,5
solidago,canadensis,10,H2,1,1,1987,1
solidago,riddellii,1,H2,1,1,1987,8
valeriana,edulis var. ciliata,2,H2,1,1,1987,10
zizia,aurea,10,H2,1,1,1987,5
apocynum,cannabinum,3,I2,1,1,1987,2
asclepias,syriaca,3,I2,1,1,1987,0
carex,sp.,5,I2,1,1,1987,7
galium,sp.,8,I2,1,1,1987,5
lycopus,americanus,2,I2,1,1,1987,4
panicum,virgatum,80,I2,1,1,1987,3
solidago,canadensis,10,I2,1,1,1987,1
apocynum,cannabinum,20,J2,1,1,1987,2
carex,sp.,35,J2,1,1,1987,7
panicum,virgatum,40,J2,1,1,1987,3
apocynum,cannabinum,1,K2,1,1,1987,2
bidens,frondosa,3,K2,1,1,1987,1
carex,sp.,15,K2,1,1,1987,7
geum,canadense,10,K2,1,1,1987,1
panicum,virgatum,80,K2,1,1,1987,3
spartina,pectinata,4,K2,1,1,1987,4
carex,sp.,15,L2,1,1,1987,7
cirsium,vulgare,3,L2,0,1,1987,0
daucus,carota,5,L2,0,1,1987,0
equisetum,arvense,5,L2,1,1,1987,0
geum,canadense,15,L2,1,1,1987,1
poa,pratensis,10,L2,0,1,1987,0
solanum,dulcamara,5,L2,0,1,1987,0
stellaria,media,5,L2,0,1,1987,0
syringa,vulgaris,15,L2,0,1,1987,0
calystegia,sepium,5,A3,1,1,1987,1
schedonorus,arundinaceus,60,A3,0,1,1987,0
fragaria,virginiana,20,A3,1,1,1987,0
galium,sp.,2,A3,1,1,1987,5
helianthus,grosseserratus,90,A3,1,1,1987,4
poa,compressa,8,A3,0,1,1987,0
poa,pratensis,15,A3,0,1,1987,0
potentilla,simplex,10,A3,1,1,1987,3
rosa,carolina,40,A3,1,1,1987,5
solanum,dulcamara,5,A3,0,1,1987,0
solidago,canadensis,30,A3,1,1,1987,1
symphyotrichum,laeve,3,B3,1,1,1987,9
symphyotrichum,pilosum,2,B3,1,1,1987,0
carex,sp.,1,B3,1,1,1987,7
comandra,umbellata,15,B3,1,1,1987,9
coreopsis,palmata,15,B3,1,1,1987,10
eryngium,yuccifolium,5,B3,1,1,1987,9
fragaria,virginiana,20,B3,1,1,1987,0
helianthus,pauciflorus,15,B3,1,1,1987,9
poa,pratensis,1,B3,0,1,1987,0
ratibida,pinnata,5,B3,1,1,1987,4
rosa,carolina,10,B3,1,1,1987,5
scutellaria,parvula,2,B3,1,1,1987,7
silphium,terebinthinaceum,40,B3,1,1,1987,5
sisyrinchium,albidum,1,B3,1,1,1987,6
solidago,rigida,35,B3,1,1,1987,3
allium,cernuum,10,C3,1,1,1987,7
symphyotrichum,ericoides,10,C3,1,1,1987,6
eryngium,yuccifolium,15,C3,1,1,1987,9
fragaria,virginiana,20,C3,1,1,1987,0
juncus,dudleyi,2,C3,1,1,1987,2
panicum,virgatum,2,C3,1,1,1987,3
pycnanthemum,virginianum,10,C3,1,1,1987,5
ratibida,pinnata,5,C3,1,1,1987,4
rudbeckia,hirta,2,C3,1,1,1987,1
solidago,rigida,15,C3,1,1,1987,3
spartina,pectinata,3,C3,1,1,1987,4
sporobolus,heterolepis,10,C3,1,1,1987,10
veronicastrum,virginicum,10,C3,1,1,1987,8
viola,sororia,10,C3,1,1,1987,3
allium,cernuum,2,D3,1,1,1987,7
symphyotrichum,ericoides,8,D3,1,1,1987,6
symphyotrichum,laeve,10,D3,1,1,1987,9
comandra,umbellata,20,D3,1,1,1987,9
eryngium,yuccifolium,20,D3,1,1,1987,9
fragaria,virginiana,5,D3,1,1,1987,0
liatris,spicata,4,D3,1,1,1987,7
parthenium,integrifolium,10,D3,1,1,1987,8
ratibida,pinnata,5,D3,1,1,1987,4
rosa,carolina,30,D3,1,1,1987,5
rudbeckia,hirta,4,D3,1,1,1987,1
silphium,terebinthinaceum,15,D3,1,1,1987,5
solidago,rigida,5,D3,1,1,1987,3
sporobolus,heterolepis,25,D3,1,1,1987,10
viola,pedatifida,1,D3,1,1,1987,9
zizia,aurea,30,D3,1,1,1987,5
andropogon,gerardii,20,E3,1,1,1987,5
symphyotrichum,laeve,20,E3,1,1,1987,9
comandra,umbellata,40,E3,1,1,1987,9
coreopsis,palmata,15,E3,1,1,1987,10
erigeron,strigosus,2,E3,1,1,1987,5
eryngium,yuccifolium,3,E3,1,1,1987,9
dichanthelium,leibergii,30,E3,1,1,1987,10
pedicularis,canadensis,1,E3,1,1,1987,9
poa,pratensis,10,E3,0,1,1987,0
ratibida,pinnata,5,E3,1,1,1987,4
rosa,carolina,15,E3,1,1,1987,5
silphium,terebinthinaceum,15,E3,1,1,1987,5
sporobolus,heterolepis,3,E3,1,1,1987,10
zizia,aurea,10,E3,1,1,1987,5
allium,cernuum,3,F3,1,1,1987,7
amorpha,canescens,5,F3,1,1,1987,10
andropogon,gerardii,2,F3,1,1,1987,5
symphyotrichum,laeve,10,F3,1,1,1987,9
comandra,umbellata,5,F3,1,1,1987,9
coreopsis,palmata,30,F3,1,1,1987,10
eryngium,yuccifolium,15,F3,1,1,1987,9
fragaria,virginiana,60,F3,1,1,1987,0
liatris,spicata,2,F3,1,1,1987,7
dichanthelium,leibergii,15,F3,1,1,1987,10
ratibida,pinnata,5,F3,1,1,1987,4
rosa,carolina,15,F3,1,1,1987,5
silphium,terebinthinaceum,15,F3,1,1,1987,5
solidago,rigida,40,F3,1,1,1987,3
viola,sororia,1,F3,1,1,1987,3
zizia,aurea,5,F3,1,1,1987,5
allium,canadense,1,G3,1,1,1987,3
allium,cernuum,1,G3,1,1,1987,7
andropogon,gerardii,25,G3,1,1,1987,5
symphyotrichum,laeve,25,G3,1,1,1987,9
carex,sp.,50,G3,1,1,1987,7
coreopsis,palmata,15,G3,1,1,1987,10
eryngium,yuccifolium,3,G3,1,1,1987,9
